mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__penalty,params,split0_test_macro_f1,split1_test_macro_f1,split2_test_macro_f1,split3_test_macro_f1,split4_test_macro_f1,mean_test_macro_f1,std_test_macro_f1,rank_test_macro_f1,split0_train_macro_f1,split1_train_macro_f1,split2_train_macro_f1,split3_train_macro_f1,split4_train_macro_f1,mean_train_macro_f1,std_train_macro_f1,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,split3_test_balanced_accuracy,split4_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_train_balanced_accuracy,split1_train_balanced_accuracy,split2_train_balanced_accuracy,split3_train_balanced_accuracy,split4_train_balanced_accuracy,mean_train_balanced_accuracy,std_train_balanced_accuracy,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy
0.01136775016784668,0.0025531264643462773,0.0047206878662109375,0.0006930504208356359,0.01,l1,"{'classifier__C': 0.01, 'classifier__penalty': 'l1'}",0.7906992357528897,0.8292531251982994,0.7813864236027824,0.8274582560296846,0.8252114377768828,0.8108016956721078,0.02046902072766522,10,0.8100143919405134,0.8165820874199499,0.825525969756739,0.8077840771283047,0.7958840236528957,0.8111581099796805,0.009816769607147967,0.8845036038130667,0.8796037296037296,0.8531493487182538,0.8684946172604532,0.8866353416998751,0.8744773282190756,0.01237173411648055,10,0.8864677753985777,0.8794073296571707,0.8964855384208088,0.8766849780484038,0.8725263088225561,0.8823143860695033,0.008414509726983368,0.9011494252873563,0.9285714285714286,0.9032258064516129,0.9308755760368663,0.9262672811059908,0.918017903490651,0.013023828605169208,10,0.9158986175115207,0.9217040875071963,0.924006908462867,0.9159470351180196,0.9084628670120898,0.9172039031223388,0.005407804381590351
0.013708209991455078,0.0009745655489865934,0.003308725357055664,0.0009352701865298135,0.01,l2,"{'classifier__C': 0.01, 'classifier__penalty': 'l2'}",0.819903993554812,0.8163928877929676,0.818232584112802,0.8373765577594856,0.8163928877929676,0.821659782202607,0.007966503221268004,9,0.8238341054489301,0.8223654578830827,0.8324673746985956,0.8251699390261691,0.8270558675904722,0.82617854892945,0.003503495114478745,0.9224308300395256,0.8845571095571096,0.9125676559804913,0.9189615178730743,0.8931481591625527,0.9063330545225506,0.0148695659877604,5,0.9121594384594618,0.916366068920657,0.9197884263242659,0.9149954773093301,0.915635272574845,0.915788936717712,0.002455827632420617,0.9149425287356322,0.9193548387096774,0.9170506912442397,0.9285714285714286,0.9193548387096774,0.9198548651941311,0.004657745615713715,9,0.9205069124423964,0.918825561312608,0.9245826137017847,0.9205526770293609,0.9217040875071963,0.9212343703986694,0.0019093260339656973
0.023246145248413085,0.0030453122534655247,0.0026514530181884766,0.0006449608341743509,0.1,l1,"{'classifier__C': 0.1, 'classifier__penalty': 'l1'}",0.8360346777233321,0.851284980011422,0.8478683927427446,0.8429008300567933,0.8495518248898133,0.8455281410848212,0.00551065537746155,7,0.8478683927427446,0.8531264533040206,0.8436395819859074,0.8630404078679941,0.8519614288845058,0.8519272529570345,0.006482303570583893,0.918739827946989,0.9048951048951048,0.9318681972283351,0.9111699280318801,0.9227978350086243,0.9178941786221866,0.009319073221142974,2,0.9294782894907155,0.9359190899280043,0.9210735323317227,0.9389602223840096,0.928420146932292,0.9307702562133489,0.006241869594593262,0.9264367816091954,0.9377880184331797,0.9331797235023042,0.9331797235023042,0.9354838709677419,0.933213623602945,0.00379491757491886,8,0.9331797235023042,0.9355210132412205,0.9314910765687968,0.9407023603914796,0.9355210132412205,0.9352830373890043,0.0031075785745692114
0.019368505477905272,0.0018410934408482934,0.0032226085662841798,0.0015517675865220487,0.1,l2,"{'classifier__C': 0.1, 'classifier__penalty': 'l2'}",0.8479186005859022,0.8579842931937173,0.8347722499907893,0.864375,0.8689085783326621,0.8547917444206142,0.01224202939277021,3,0.8602981231119695,0.858288735395907,0.8593328851266693,0.8651791584483892,0.8667410882036123,0.8619679980573094,0.0033574757429909795,0.9225761450825389,0.9162587412587413,0.9086123832748468,0.9175637899244633,0.9382620591209183,0.9206546237323018,0.00987528852082734,1,0.9333170610838057,0.9375175554011501,0.9354468639001037,0.9443874511880337,0.9328987137908973,0.9367135290727981,0.004176811943632988,0.9333333333333333,0.9400921658986175,0.9285714285714286,0.9447004608294931,0.9447004608294931,0.9382795698924731,0.006394598488412612,6,0.9400921658986175,0.9383995394358089,0.9389752446747266,0.9412780656303973,0.943580886586068,0.9404651804451236,0.001843601275348456
0.48954973220825193,0.07872692697358682,0.002291440963745117,0.000449608464370151,1.0,l1,"{'classifier__C': 1.0, 'classifier__penalty': 'l1'}",0.8667279411764706,0.851284980011422,0.8711451327662101,0.8734693877551021,0.8347722499907893,0.8594799383399987,0.01457355280379717,2,0.8798328634716069,0.8870954956783117,0.8765144975371959,0.8939367844885895,0.8919065605343899,0.8858572403420188,0.006737752510709998,0.9188851429900023,0.9048951048951048,0.9291916969012074,0.9201213346814965,0.9086123832748468,0.9163411325485317,0.008679216967597244,4,0.9487165263185144,0.9532213237142055,0.9453526595627331,0.9648333223023805,0.9594060934983564,0.954305985079238,0.007062811228054245,0.9448275862068966,0.9377880184331797,0.9470046082949308,0.9493087557603687,0.9285714285714286,0.9415000794533608,0.007526977816820802,2,0.9493087557603687,0.9527921704087507,0.9476108232584917,0.9550949913644214,0.9545192861255037,0.9518652053835073,0.002931556861698874
0.02783689498901367,0.0027838900956715577,0.0020145893096923826,0.00018289172343051565,1.0,l2,"{'classifier__C': 1.0, 'classifier__penalty': 'l2'}",0.8556219362745099,0.851284980011422,0.8602981231119695,0.8758902430721045,0.866687144831823,0.8619564854603657,0.008640444975635039,1,0.8798328634716069,0.8859580776036571,0.8841790159628922,0.888497645231594,0.8841790159628922,0.8845293236465285,0.002831645570814295,0.9062427342478494,0.9048951048951048,0.9357045143638851,0.9110509724617855,0.9279129245226907,0.9171612500982631,0.012381106185386848,3,0.9487165263185144,0.9529016306195763,0.9523793765305446,0.9584464006000839,0.9523793765305446,0.9529646621198526,0.0031236262889273382,0.9402298850574713,0.9377880184331797,0.9400921658986175,0.9516129032258065,0.9447004608294931,0.9428846866889137,0.004905119183466142,1,0.9493087557603687,0.952216465169833,0.9510650546919976,0.9527921704087507,0.9510650546919976,0.9512895001445895,0.001195105176862683
4.891143751144409,0.6867598505087976,0.0029578208923339844,0.001253023435342363,10.0,l1,"{'classifier__C': 10.0, 'classifier__penalty': 'l1'}",0.8644155844155844,0.8320664045434688,0.8599403617024023,0.8806971246357689,0.8222495264424308,0.851873800347931,0.021554954491576586,5,0.8956274975850832,0.9023850200062942,0.8889559360089812,0.9067676918997427,0.9091633177654683,0.9005798926531139,0.0074143794873436164,0.9088002790048826,0.8896853146853148,0.9162850175459466,0.9123297448403022,0.8762862071016475,0.9006773126356187,0.015238846804122786,7,0.9580157470996564,0.9647690817970818,0.9610000661857171,0.9683521962627132,0.9689919915282282,0.9642258165746792,0.004219217903261896,0.9448275862068966,0.9285714285714286,0.9423963133640553,0.9539170506912442,0.9262672811059908,0.9391959319879231,0.010379782199507259,4,0.9567972350230415,0.9597006332757628,0.9527921704087507,0.9614277489925158,0.9625791594703512,0.9586593894340844,0.0035214905554781994
0.06220364570617676,0.008322887991492039,0.0037829399108886717,0.0009974833911733335,10.0,l2,"{'classifier__C': 10.0, 'classifier__penalty': 'l2'}",0.8644155844155844,0.8429008300567933,0.8555777402344751,0.8735483870967742,0.8212319790301441,0.8515349041667541,0.018219025140905006,6,0.8877556640620323,0.8968070211495109,0.8912172148600916,0.9067676918997427,0.8969500701237865,0.8958995324190328,0.006454312439015034,0.9088002790048826,0.9023310023310023,0.9150062451674299,0.9007018378635581,0.8853565693213585,0.9024391867376463,0.009932173530273048,6,0.9509558097478171,0.9583493487870142,0.9616398614512321,0.9683521962627132,0.9632393496150198,0.9605073131727593,0.005765013571307216,0.9448275862068966,0.9331797235023042,0.9400921658986175,0.9516129032258065,0.923963133640553,0.9387351024948355,0.009527549843614152,5,0.9533410138248848,0.9573978123200921,0.953943580886586,0.9614277489925158,0.9568221070811744,0.9565864526210508,0.0028868540706678348
17.648362159729004,4.146301264572865,0.00203557014465332,7.227621376464487e-05,100.0,l1,"{'classifier__C': 100.0, 'classifier__penalty': 'l1'}",0.8461266360099045,0.8429008300567933,0.8333589310397789,0.8861888111888112,0.7965625000000001,0.8410275416590576,0.02865308973472431,8,0.9004381003966799,0.9036181060668513,0.9099343084034988,0.9151168538191687,0.9217932020213349,0.9101801141415067,0.007710543573402434,0.8847942338990933,0.9023310023310023,0.8891928864569083,0.8941890204008802,0.8401237137928983,0.8821261713761566,0.021794545112020124,9,0.9666862673308703,0.9724805227444082,0.9740993226994947,0.9779325788161581,0.9747446334414367,0.9731886650064736,0.0037023693611845506,0.9379310344827586,0.9331797235023042,0.9308755760368663,0.9585253456221198,0.9170506912442397,0.9355124741776576,0.013440399288941012,7,0.9585253456221198,0.9597006332757628,0.9625791594703512,0.9648819804260219,0.9683362118595279,0.9628046661307567,0.003547159146844396
0.14926133155822754,0.026603220877774128,0.0023283958435058594,0.0003218486923000963,100.0,l2,"{'classifier__C': 100.0, 'classifier__penalty': 'l2'}",0.8505075605371683,0.8320664045434688,0.8599403617024023,0.8884318766066839,0.8292531251982994,0.8520398657176045,0.021481708252797382,4,0.8921412754297366,0.9012015839534587,0.8923546148360997,0.9079630188630773,0.9091633177654683,0.9005647621695682,0.007313501904240583,0.8860730062776099,0.8896853146853148,0.9162850175459466,0.9045381549991078,0.8879141140783917,0.8968991215172741,0.01169736668006233,8,0.9570560542013838,0.9644493887024526,0.9619597590839897,0.9686720938954707,0.9689919915282282,0.9642258574823049,0.004451433459680263,0.9402298850574713,0.9285714285714286,0.9423963133640553,0.9585253456221198,0.9285714285714286,0.9396588802373007,0.011041976921102377,3,0.9550691244239631,0.9591249280368451,0.9545192861255037,0.9620034542314335,0.9625791594703512,0.9586591904576194,0.0033702982285669916
