mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_train_f1_macro,split1_train_f1_macro,split2_train_f1_macro,mean_train_f1_macro,std_train_f1_macro,split0_test_acc,split1_test_acc,split2_test_acc,mean_test_acc,std_test_acc,rank_test_acc,split0_train_acc,split1_train_acc,split2_train_acc,mean_train_acc,std_train_acc,split0_test_bal_acc,split1_test_bal_acc,split2_test_bal_acc,mean_test_bal_acc,std_test_bal_acc,rank_test_bal_acc,split0_train_bal_acc,split1_train_bal_acc,split2_train_bal_acc,mean_train_bal_acc,std_train_bal_acc,split0_test_prec_macro,split1_test_prec_macro,split2_test_prec_macro,mean_test_prec_macro,std_test_prec_macro,rank_test_prec_macro,split0_train_prec_macro,split1_train_prec_macro,split2_train_prec_macro,mean_train_prec_macro,std_train_prec_macro,split0_test_rec_macro,split1_test_rec_macro,split2_test_rec_macro,mean_test_rec_macro,std_test_rec_macro,rank_test_rec_macro,split0_train_rec_macro,split1_train_rec_macro,split2_train_rec_macro,mean_train_rec_macro,std_train_rec_macro
1.5453460216522217,0.050884285393715256,0.04880770047505697,0.01824802845338248,,1,2,200,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.7940406253675688,0.7907337769488538,0.7794120793773412,0.788062160564588,0.0062637443554452886,35,1.0,1.0,1.0,1.0,0.0,0.7898172323759791,0.783289817232376,0.7751633986928105,0.7827568161003885,0.005994262704648887,34,1.0,1.0,1.0,1.0,0.0,0.7886439507309773,0.7881432246998286,0.7782160694529752,0.7850010816279269,0.004802081097486165,51,1.0,1.0,1.0,1.0,0.0,0.8027636380199044,0.7948053093114298,0.7825567793777733,0.7933752422363692,0.008311161287696022,20,1.0,1.0,1.0,1.0,0.0,0.7886439507309773,0.7881432246998286,0.7782160694529752,0.7850010816279269,0.004802081097486165,51,1.0,1.0,1.0,1.0,0.0
4.009795347849528,0.28206822225582084,0.07201290130615234,0.0023269018261613105,,1,2,400,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 400}",0.800250226803179,0.8107026362403827,0.7809986303194874,0.7973171644543496,0.012302686237667426,2,1.0,1.0,1.0,1.0,0.0,0.7963446475195822,0.8028720626631853,0.7751633986928105,0.7914600362918592,0.011827569062442905,2,1.0,1.0,1.0,1.0,0.0,0.7955601207817162,0.8088550600343053,0.7807051530258622,0.7950401112806279,0.011498032398542956,9,1.0,1.0,1.0,1.0,0.0,0.807578217312472,0.8151191124155226,0.7823867727525664,0.8016947008268538,0.013995554999836934,5,1.0,1.0,1.0,1.0,0.0,0.7955601207817162,0.8088550600343053,0.7807051530258622,0.7950401112806279,0.011498032398542956,9,1.0,1.0,1.0,1.0,0.0
8.70440936088562,0.06197498747635619,0.18030142784118652,0.023216857328660283,,1,2,800,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800}",0.808349428384944,0.8089865504992406,0.7736892538346842,0.7970084109062897,0.016491185444448466,5,1.0,1.0,1.0,1.0,0.0,0.804177545691906,0.8015665796344648,0.7686274509803922,0.7914571921022543,0.016178217777961197,5,1.0,1.0,1.0,1.0,0.0,0.8036178433438708,0.8064965694682675,0.7725134488128043,0.7942092872083141,0.015386223681979998,15,1.0,1.0,1.0,1.0,0.0,0.8155887638136854,0.8138694962279905,0.775968450216663,0.8018089034194462,0.018285435671625466,2,1.0,1.0,1.0,1.0,0.0,0.8036178433438708,0.8064965694682675,0.7725134488128043,0.7942092872083141,0.015386223681979998,15,1.0,1.0,1.0,1.0,0.0
2.1593499978383384,0.15277710613679274,0.04721609751383463,0.0026660593169450116,,1,6,200,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 200}",0.7972528825493901,0.8039071712987933,0.7802730215520913,0.7938110251334249,0.009950813883505848,16,0.9974187200679274,0.9954052907197615,0.9977298260364912,0.9968512789413934,0.001030326221395474,0.7924281984334204,0.7963446475195822,0.7738562091503268,0.7875430183677765,0.009809220263856283,13,0.9973873285434357,0.9954278249510125,0.9973890339425587,0.9967347291456689,0.0009241210806687723,0.7958743244399973,0.8056174957118354,0.784510963116926,0.7953342610895863,0.00862516399310126,6,0.9977259725937728,0.9960200623979835,0.9977272609879183,0.9971577653265582,0.000804477627721043,0.8001246290595446,0.8037942729603335,0.7774288130170484,0.7937825716789755,0.011660492796020426,17,0.9971149032190552,0.9948185333967005,0.9977375449803699,0.9965569938653752,0.0012552833124018525,0.7958743244399973,0.8056174957118354,0.784510963116926,0.7953342610895863,0.00862516399310126,6,0.9977259725937728,0.9960200623979835,0.9977272609879183,0.9971577653265582,0.000804477627721043
4.1745100021362305,0.03814539915107924,0.06959692637125652,0.0014240377003227602,,1,6,400,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 400}",0.7986337830723722,0.8036033896256822,0.7805076185943423,0.7942482637641323,0.009925665203072618,12,0.9962823387572017,0.9962807074345701,0.9979862297346652,0.9968497586421456,0.0008036066921086861,0.7924281984334204,0.7950391644908616,0.7738562091503268,0.7871078573582029,0.0094307624685479,16,0.9960809928151535,0.9960809928151535,0.9980417754569191,0.9967345870290755,0.000924321801616876,0.7971240551014928,0.8044811320754717,0.7820528249617694,0.7945526707129112,0.00933510411482797,12,0.9965896030877319,0.996585673257712,0.9982915717539863,0.9971556160331434,0.0008032435955457071,0.8017295067983322,0.8043075609208878,0.7802516153076735,0.7954295610089646,0.01078391139763955,14,0.9959810986409734,0.995994754968131,0.9976920865454235,0.9965559800515092,0.0008033679513786213,0.7971240551014928,0.8044811320754717,0.7820528249617694,0.7945526707129112,0.00933510411482797,12,0.9965896030877319,0.996585673257712,0.9982915717539863,0.9971556160331434,0.0008032435955457071
8.516469796498617,0.1978210733885931,0.13285207748413086,0.010422638513014719,,1,6,800,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 6, 'n_estimators': 800}",0.8015412871877063,0.8030587231129231,0.7811329508828007,0.7952443203944767,0.009997456845554274,9,0.9962836448257093,0.9962767647085384,0.9979862297346652,0.9968488797563043,0.0008042327871792799,0.7963446475195822,0.7950391644908616,0.7751633986928105,0.7888490702344181,0.009691896121438993,10,0.9960809928151535,0.9960809928151535,0.9980417754569191,0.9967345870290755,0.000924321801616876,0.8005280510518222,0.8032590051457976,0.7831788108480292,0.7956552890152163,0.008892371568112878,2,0.9965921857457003,0.9965805078617327,0.9982915717539863,0.997154755120473,0.0008038648878668266,0.8039123524978898,0.8040460280851247,0.7799609249113761,0.7959731018314636,0.011322450399708561,11,0.9959836698000832,0.9959973085160305,0.9976920865454235,0.996557688287179,0.0008021600255452615,0.8005280510518222,0.8032590051457976,0.7831788108480292,0.7956552890152163,0.008892371568112878,2,0.9965921857457003,0.9965805078617327,0.9982915717539863,0.997154755120473,0.0008038648878668266
2.1808048089345298,0.06953887980095198,0.04716634750366211,0.000738247592843014,,1,10,200,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.7917843211730531,0.788158283069138,0.7642791429545762,0.7814072490655891,0.012201531387366888,54,0.9874466876555363,0.9834010491612327,0.9859781091511883,0.9856086153226524,0.0016721626662583552,0.7872062663185379,0.7819843342036553,0.7594771241830065,0.7762225749017332,0.012031202034241061,51,0.9862834748530372,0.9823644676681907,0.9856396866840731,0.9847625430684337,0.0017159428934869095,0.7888499762391785,0.7931174957118354,0.7707455249558393,0.7842376656356178,0.009698155347094842,64,0.9880655580724731,0.9846446130261026,0.9875025180915191,0.9867375630633649,0.0014976834108928437,0.7968903800424841,0.7854425526789797,0.7598819414544679,0.7807382913919771,0.015470481297685076,51,0.9868414546089578,0.9822622831786934,0.9845479123636527,0.9845505500504346,0.0018694398385579144,0.7888499762391785,0.7931174957118354,0.7707455249558393,0.7842376656356178,0.009698155347094842,64,0.9880655580724731,0.9846446130261026,0.9875025180915191,0.9867375630633649,0.0014976834108928437
4.219274918238322,0.20984335342154803,0.06654071807861328,0.0165299346114663,,1,10,400,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 400}",0.7854484585226531,0.7895770037308076,0.7655689603139122,0.780198140855791,0.010480805117900296,67,0.9865683687119962,0.9856823964707211,0.9837168290784477,0.9853225314203883,0.0011916226223830718,0.7806788511749347,0.783289817232376,0.7594771241830065,0.7744819308634391,0.010663409510287762,57,0.9856303069888962,0.984977139124755,0.9830287206266318,0.9845453889134276,0.0011051000207570672,0.7844332675114303,0.7942538593481989,0.7720055864092931,0.7835642377563073,0.00910358250827586,83,0.9874947935963231,0.9869225526529544,0.9852297790794374,0.9865490417762383,0.0009616671190159293,0.7884218253934221,0.7873497345125635,0.7610587755145042,0.7789434451401632,0.012653942743362229,58,0.9856724277511473,0.9845108768226936,0.9823604313521983,0.9841812453086797,0.0013720599447390603,0.7844332675114303,0.7942538593481989,0.7720055864092931,0.7835642377563073,0.00910358250827586,83,0.9874947935963231,0.9869225526529544,0.9852297790794374,0.9865490417762383,0.0009616671190159293
8.360671997070312,0.061967306110569234,0.16661540667215982,0.011207078981375141,,1,10,800,"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 800}",0.7911963355036823,0.7860484976788851,0.7678369935759985,0.7816939422528554,0.01002118850377821,51,0.9871378136557596,0.9873885101879963,0.984584753359037,0.9863703590675975,0.0012667551717287346,0.7859007832898173,0.779373368146214,0.7620915032679738,0.7757885515680017,0.010045185786043914,54,0.9862834748530372,0.9869366427171783,0.9836814621409922,0.9856338599037359,0.001406070134016957,0.7914472849202906,0.790844768439108,0.7742783606401656,0.785523471333188,0.007955297706613284,47,0.9880629754145048,0.9886232329250633,0.985799255161442,0.9874951545003366,0.0012207997502407908,0.7924549804098855,0.7836771917775207,0.7634148175784801,0.7798489965886288,0.012160703738458201,54,0.9862444384799284,0.9862590312356667,0.983480432110165,0.9853279672752534,0.0013064182272683762,0.7914472849202906,0.790844768439108,0.7742783606401656,0.785523471333188,0.007955297706613284,47,0.9880629754145048,0.9886232329250633,0.985799255161442,0.9874951545003366,0.0012207997502407908
2.061354398727417,0.19435700255243327,0.049971977869669594,0.009014678989706048,,2,2,200,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.7986968395375968,0.7954639574753057,0.7770748809102113,0.7904118926410378,0.009522597441116137,23,0.9939677654545755,0.9948351837622004,0.9945371587704603,0.9944467026624121,0.00035985215548713534,0.793733681462141,0.7885117493472585,0.7712418300653595,0.7844957536249196,0.00961134784322185,21,0.9941214892227302,0.9947746570868713,0.9947780678851175,0.9945580713982397,0.0003087133571946354,0.7957558154979589,0.7987993138936536,0.7785458397364119,0.7910336563760082,0.008917207856696,25,0.9948889228156231,0.995454451538255,0.9954519393178685,0.9952651045572489,0.00026600263765889774,0.8033004857307358,0.7937304754327633,0.7774545392793835,0.7914951668142942,0.010669292086994164,25,0.99308485963234,0.9942412439647312,0.9936659786591374,0.9936640274187362,0.00047209394302005943,0.7957558154979589,0.7987993138936536,0.7785458397364119,0.7910336563760082,0.008917207856696,25,0.9948889228156231,0.995454451538255,0.9954519393178685,0.9952651045572489,0.00026600263765889774
3.9707857767740884,0.09574747652740764,0.07943964004516602,0.012304524902076862,,2,2,400,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 400}",0.7973410397324696,0.8039775512046639,0.7693485737243264,0.7902223882204865,0.015006618980641456,26,0.9928287799968474,0.993958628969144,0.9945371587704603,0.9937748559121505,0.0007094452813714688,0.7911227154046997,0.7963446475195822,0.7633986928104575,0.7836220185782464,0.01445808476448844,30,0.992815153494448,0.9941214892227302,0.9947780678851175,0.9939049035340984,0.0008158595658013361,0.7947431027205403,0.8056174957118354,0.7716758161258565,0.7906788048527441,0.014151520322282092,28,0.993749970651614,0.9948836752825472,0.9954519393178685,0.9946951950840098,0.000707492249266625,0.8014408263305323,0.8041054828646198,0.7679902844402096,0.7911788645451207,0.016432848892235515,28,0.9919432772867789,0.9930772835475243,0.9936659786591374,0.9928955131644802,0.0007149383930080933,0.7947431027205403,0.8056174957118354,0.7716758161258565,0.7906788048527441,0.014151520322282092,28,0.993749970651614,0.9948836752825472,0.9954519393178685,0.9946951950840098,0.000707492249266625
8.275034666061401,0.2017092300374666,0.19110234578450522,0.057132913991226844,,2,2,800,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 800}",0.7972009628261258,0.8005353580911858,0.7716375153408352,0.7897912787527156,0.012908624828819139,30,0.9939677654545755,0.9936987405228359,0.9951066762734486,0.9942577274169534,0.0006102618149520404,0.7924281984334204,0.793733681462141,0.7647058823529411,0.7836225874161675,0.013386743923782458,27,0.9941214892227302,0.9934683213585892,0.9954308093994778,0.9943402066602657,0.0008159729635101387,0.7958846552319558,0.802122641509434,0.7753013572513976,0.7911028846642626,0.011459910402038984,21,0.9948889228156231,0.9943180644228187,0.996021415399873,0.9950761342127716,0.0007078781524973939,0.799971694488883,0.8007625741774522,0.7691679317833249,0.7899674001498868,0.014710988770737602,33,0.99308485963234,0.9931137361018213,0.9942302952948826,0.9934762970096812,0.0005332876166993614,0.7958846552319558,0.802122641509434,0.7753013572513976,0.7911028846642626,0.011459910402038984,21,0.9948889228156231,0.9943180644228187,0.996021415399873,0.9950761342127716,0.0007078781524973939
1.956446647644043,0.13173323313333377,0.04536668459574381,0.002878380970958914,,2,6,200,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 6, 'n_estimators': 200}",0.7886814979912282,0.7943916413425138,0.7777246690213274,0.7869326027850231,0.006915729290080393,38,0.9891097039907968,0.9859177993003159,0.9893988119045332,0.9881421050652154,0.0015772439989360746,0.783289817232376,0.7872062663185379,0.7686274509803922,0.7797078448437688,0.007996498795797568,38,0.9888961463096015,0.9862834748530372,0.9895561357702349,0.988245252310958,0.0014131111345399155,0.7866543877825103,0.7964408233276158,0.7837198894310095,0.7889383668470451,0.0054386248308362075,34,0.990339573739346,0.988056339501027,0.9909090439516732,0.9897683190640154,0.0012326744903527155,0.7913822409026616,0.7938288917544237,0.7741449765654826,0.7864520364075226,0.008759540192052422,38,0.9879478835104065,0.9839537938783338,0.9880009250727784,0.9866342008205061,0.0018954576199551895,0.7866543877825103,0.7964408233276158,0.7837198894310095,0.7889383668470451,0.0054386248308362075,34,0.990339573739346,0.988056339501027,0.9909090439516732,0.9897683190640154,0.0012326744903527155
